Month,AvgClose
1,71.44801958415842
2,71.306804443299
3,71.77794377570092
4,72.97361900952382
5,72.30971688679247
6,72.4953774245283
7,74.43971943925233
8,73.02981855454546
9,72.18411785294116
10,71.57854545454543
11,72.1110893069307
12,72.84792478301885
